health-href	Question_author_name	Question_title	question_description	answer_author_name	answer_description
https://www.bissoy.com/q/111111971028		ইদানিং আমার চোখ লাফায় এবং সবসময় পানি পড়ে?			
https://www.bissoy.com/q/111111968464	MdArmanrand1rand2				
https://www.bissoy.com/q/111111966887	srsharif				
https://www.bissoy.com/q/111111967372	Emranhasmi				
https://www.bissoy.com/q/2312		মানুষের মোটা হওয়ার ট্যাবলেট এর নাম কি?			
https://www.bissoy.com/q/111111967126	মোঃআরিফrand1r1				
https://www.bissoy.com/q/111111969459	MdMasudranarand3				
https://www.bissoy.com/q/111111972395			"আমি বেকার। তাই স্বাস্থ্য অধিদপ্তরের ' হেলথ অ্যাসিস্ট্যান্ট' পদে অ্যাপ্লাইয়ের সময় Departmental Status অপশনে 'autonomous' দিয়েছি। ঠিক আছে, নাকি কোনো সমস্যা হবে?"		
https://www.bissoy.com/q/1111111262173	Mohammad Saiful				
https://www.bissoy.com/q/1111111262114	Jobedali				
https://www.bissoy.com/q/111111968707			"আমার পেটের নিছের ডান দিকে চিন চিন জ্বলে, আর সে স্থান টা শক্ত শক্ত মনে হয়, দাড়ালে বা হাটল জ্বলাটা কম মনে হয় বা জ্বলা থাকে না, আর বসে বা শুয়ে থাকলে জ্বলা বেশি মনে হয়। প্রশাব ঘন ঘন হয়, আর প্রশাবের বেগ হলেও জ্বলা টা বেশি মনে হয়।
এখন আমি কিভাবে সুস্থতা লাভ করতে পারি?"		
https://www.bissoy.com/q/111111965605		সাইনুসাইটিস সারলে কি চোখের সমস্যাও সেরে যাবে?			
https://www.bissoy.com/q/111111967684		দীর্ঘদিন ফেন্সিডিল সেবনের ফলে ডোপ টেস্টে আসার সম্ভবনা কতটুকু? কতদিন আগে ছাড়লে ধরা পরে নাহ?			
https://www.bissoy.com/q/111111971453				Eftekhar Naeem	
https://www.bissoy.com/q/2914					
https://www.bissoy.com/q/111111972379				Md Jaber ahsan	
https://www.bissoy.com/q/111111966857		আমার হঠাৎ মাথা গরম হয়ে যায় ও প্রচুর মাথা ব্যাথা করে?			
https://www.bissoy.com/q/2318					
https://www.bissoy.com/q/111111970088		অশ্বগন্ধা সিরাপ কোথায় পাবো?			
https://www.bissoy.com/q/111111971453			আমার মাথা অনেক চুলকায় চুলে হাত দিলেই মাথার চামড়া ব্যাথা করে। আর 20-25 টার মতো চুল পরে যায়। কেউ জানলে প্লিজ বলবেন আমার কি রোগ হয়েছে।		
https://www.bissoy.com/q/1111111262120				Jobedali	
https://www.bissoy.com/q/111111967170		দাতের ইমপ্লান্ট করতে চাই?			
https://www.bissoy.com/q/111111969293		আমি সকালে তারাতারি ঘুম থেকে উঠতে পারিনা করণীয় কি?			
https://www.bissoy.com/q/111111967834	মোঃআরিফrand1r1				
https://www.bissoy.com/q/111111967131			"আমার উচ্চতা ৫ ফুট ৯ ইঞ্চি, কিন্তু ওজন ৬৫ কেজি আর বয়স ১৭ বছর।নিয়মিত পর্যাপ্ত পরিমাণ খাবার এবং পুষ্টি সমৃদ্ধ খাবার খেয়েও মোটা হতে পারছিনা। এর কারণ এবং প্রতিকার জানান।"		
https://www.bissoy.com/q/1111111262128	Jobedali				
https://www.bissoy.com/q/2869					
https://www.bissoy.com/q/1111111262115					
https://www.bissoy.com/q/111111971696			"শরীরের যেকোন একটা সমস্যার জন্য এলোপ্যাথিক ওষুধ খাচ্ছি।এর মধ্যে আবার নাকে পলিপাসের জন্য হোমিও খাচ্ছি, হোমিওটা ফুরিয়ে যাওয়ার 10 দিন পর থেকে এলোপ্যাথিক খাচ্ছি, এভাবে 1 মাস খেতে হবে, এখন পলিপাসের হোমিও খাইনা বলে সমস্যা হচ্ছে। এখন হোমিও খেতে চাচ্ছি। কোন সমস্যা হবে কী।"		
https://www.bissoy.com/q/3224				Atikul Islam	
https://www.bissoy.com/q/111111970794	এসবিরাকিবহাসান				
https://www.bissoy.com/q/111111971335				নাজিববিনআনোয়ার	
https://www.bissoy.com/q/111111971380	Internetorg				
https://www.bissoy.com/q/111111967071		মানুষিক অস্থিরতা?			
https://www.bissoy.com/q/2914	Sumya Akter				
https://www.bissoy.com/q/111111972362		নাকের হাসির জন্য এই ওষুধ টা কি ব্যবহার যাবে?			
https://www.bissoy.com/q/1111111262120					
https://www.bissoy.com/q/111111967484		জন্মনিয়ন্ত্রনের সর্বোত্তম মাধ্যম কোনটি?			
https://www.bissoy.com/q/111111970858				pmosharof69	
https://www.bissoy.com/q/111111966635	মোআনিসুররহমানrand1				
https://www.bissoy.com/q/111111966281	LitonRahman				
https://www.bissoy.com/q/2982		হোমিও ঔষধ খাওয়ার নিয়ম কি?			
https://www.bissoy.com/q/111111966666	AnIdealStudent				
https://www.bissoy.com/q/111111969891					
https://www.bissoy.com/q/111111965797				দেবলীনা	
https://www.bissoy.com/q/3187					
https://www.bissoy.com/q/111111965356					
https://www.bissoy.com/q/111111972395		চাকরির বিষয়ে?			
https://www.bissoy.com/q/111111968480				Eftekhar Naeem	
https://www.bissoy.com/q/111111966321					
https://www.bissoy.com/q/111111966309		Dmd রোগের কোন উপায় কি বের হইছে?			
https://www.bissoy.com/q/111111966419	Rubidium				
https://www.bissoy.com/q/111111967071			আসসালামু আলাইকুম! আমি মাহবুব।বয়ষ ১৮বছর। আমি প্রায় অনেকদিন ধরে মানুষিক ভাবে বিষন্ন থাকছি। স্মৃতি শক্তি কমে যাচ্ছে। সর্বদায় অস্থিরতা বোধ করি। সর্বদা ভয় কাজ করে। আতংক কাজ করে এজন্য কারও সাথে মিশতে ভয় পাচ্ছি। এমনাটা কেনো হচ্ছে এবং এর প্রতিকার কী?		
https://www.bissoy.com/q/111111970392			"আমার বসন্ত বের হয়েছে, ৪ দিন ধরে,   আবার আমার ssc  পরিক্ষা কিছু দিন পর,  এখন কি করলে তারাতাড়ি সেরে উঠতে পারবো, কি কি খাওয়া যাবে,  কি কি  খাওয়া যাবে না,  গোসল করতে পারবো কি?






 আপনাদের সকলের  সহযোগিতা কামনা করছি  ।"		
https://www.bissoy.com/q/111111966309					
https://www.bissoy.com/q/111111971944			"আমার ছোট ভাইয়ের বয়স ১০ বছর। গত ২-৩ দিন ধরে ওর হঠাৎ করেই মাথা ব্যথা শুরু হয়েছে.....এটা এমন সমস্যা যে ওর মাথা ব্যথা শুরু যখন হয় তখন ও প্রচন্ড কান্না করে এবং ব্যথা টা মাথার মাঝ বরাবর হয়.....তারপর এটা কিছুক্ষণ হবার পর আবার একাই স্বাভাবিক হয়.....ঠিক আবার কিছু সময় পরে একই ভাবে এই ব্যথা হয় আবার সেরে যায়.....এইভাবে দিনে ৩-৪ বার এই ব্যথা হচ্ছে......তো এর জন্য ওকে গতকাল উপজেলা স্বাস্থ্য কমপ্লেক্স থেকে ডাক্তার দেখানো হয়...ডাক্তার  (Omidon, Napa, Vergon) এই তিনটা ঔষধ প্রেস্ক্রাইব করে...... এই ঔষধ গুলো ওকে গতকাল রাতে একবার খাওয়ানো হয়.....গত রাতে আর কোনো ব্যথা হয়নি......কিন্তু আজ সকাল থেকেই আবার সেই একই ভাবে ব্যথা শুরু হয়েছে এবং কিছু সময় পরপর একই ভাবে আগের মত ব্যথা হচ্ছে..........ও যখন ব্যথা শুরু হচ্ছে তখন ও সেটা সহ্য করতে না পেরে কান্না করছে..........
এখন এমতাবস্থায় কি করা উচিত......অভিজ্ঞ ডাক্তার/কেউ যদি এ ব্যপারে ভালো বুঝেন তবে তার মতামত আশা করছি......"		
https://www.bissoy.com/q/111111965399				Ariy	
https://www.bissoy.com/q/111111967122		bactikil 250. Cefuroxime 250 mg কিসের টেবলেট?			
https://www.bissoy.com/q/111111967530		আমার দাড়ি এতো আগেই মানে ১৪বছর বয়সে কেন গজায়?			
https://www.bissoy.com/q/111111968413					
https://www.bissoy.com/q/111111966367		বাম কানের ভিতরে সর্বদা চি চি করা অনুভব হয়।আমাকে এখন কি করা উচিত?			
https://www.bissoy.com/q/111111966156			কাল রাতে পরিবেশ একদম চুপচাপ ছিল। চোখ বন্ধ করে ঘুমাতে গেলাম। হঠাত কানের কাছে কুউউ শব্দ শুরু হলো আমি আবার শব্দটার দিকে মন দিলাম আর শব্দ টা আরও বেড়ে গেল।এরকম শব্দ এর আগেও শুনেছি একবারে নিশ্চুপ রুমে। কিন্তু সেটা কিছুখনের জন্য।আমার মনে হয় এটা সাভাবিক সবারই হয়।কিন্তু কাল রাতে শুধু শব্দটার দিকে মন চলে যাচ্ছিল।এই ভাবে আমি খুব বিরক্ত হয় এবং ৪ টার সময় ঘুম আশে। সামনে আমার SSC পরীক্ষা। মন অন্য দিকে থাকলে কিছুই টের পাচ্ছি না। কিন্তু এটা নিয়ে খুব টেনশন হচ্ছে আর টেনশন করার সময় মন সেই শব্দের দিকে চলে যাচ্ছে। তাহলে আমি কি সাভাবিক নাকি ব্রেইন বা কানে সমস্যা শুরু হয়ে গেল?		
https://www.bissoy.com/q/111111968413	MahbubAlahiTushar				
https://www.bissoy.com/q/111111972413		Noor herbal beauty crim ব্যাবহার করার পর মুখে ছোটছোট বিচি উঠলে করণীয় কি?			
https://www.bissoy.com/q/111111970438				আনিসুররহমানআনিস	
https://www.bissoy.com/q/111111971686					
https://www.bissoy.com/q/111111968853	Md Muhibbullah				
https://www.bissoy.com/q/111111965172		"মুসলমানি কাল দেওয়ার পর আজ ফুলেছে,,এটা কি কোনো সমস্যা,,আর মুসলমানি দেওয়ার পর কি কি করণীয়?"			
https://www.bissoy.com/q/111111966520	Nayemboy				
https://www.bissoy.com/q/111111971824				জামিয়ার রহমান	
https://www.bissoy.com/q/2850		লম্বা হওয়ার জন্য ঔষধ আছে কি?			
https://www.bissoy.com/q/2837					
https://www.bissoy.com/q/111111972533				সময়	
https://www.bissoy.com/q/2914		দাড়ি গজাতে পেঁয়াজ কি আসলেই কাজ করে?			
https://www.bissoy.com/q/111111965612					
https://www.bissoy.com/q/111111965726	রুবেল৮৮				
https://www.bissoy.com/q/1111111262111	Jobedali				
https://www.bissoy.com/q/3348		আমাশয় হলে কি কি খাওয়া নিষেধ?			
https://www.bissoy.com/q/111111965032	Md. Aynul				
https://www.bissoy.com/q/111111969641				সময়	
https://www.bissoy.com/q/111111972657				জামিয়ার রহমান	
https://www.bissoy.com/q/2320					
https://www.bissoy.com/q/111111965029			"আমি ৫ মাস থেকে গলার স্বরভংগ রোগে ভূগছি, নাক কান গলা রোগ বিশেষজ্ঞ ডাক্তারের মাধ্যমে চিকিৎসা গ্রহণ করছি। ৩৮ দিন আগে ডাক্তারের পরামর্শে অপারেশনের মাধ্যমে ভোকাল কর্ড পরিস্কার করা হয় এবং স্যাম্পল সংগ্রহ করে বায়োপসি টেস্ট করা হয়। টেস্টের রেজাল্ট আসে *ফাংগাল ল্যারিনজাইটিস উইট আলসার* এরপর ডাক্তার সাহেব ঔষধ লিখে দিয়েছন  Tab-Itra ও Zeldrin 20 সকালে ১টা বিকালে ১টা নিয়মিত খাচ্ছি, গলা এখনও পরিস্কার হয় নি। পরামর্শ চাই"		
https://www.bissoy.com/q/111111970900	Rubidium				
https://www.bissoy.com/q/111111967834		নাপা ট্যাবলেট এর কাজ কি?			
https://www.bissoy.com/q/111111971686		"দৌরাদৌরি করলে পেটের বাম পাশে টেনে ধরে,আর দৌরাতে পারিনা,ওখানে থেমে যাই , এ টা কি সমস্যা চিকিৎসা পদ্ধতি বলে প্লিজ,সবার পরামর্শ আশা করি?"			
https://www.bissoy.com/q/111111966163	Arifakram				
https://www.bissoy.com/q/111111967307				জামিয়ার রহমান	
https://www.bissoy.com/q/3283	Sumya Akter				
https://www.bissoy.com/q/111111968140			আমার পায়খানা করার সময় শুরুতে ভাতের মাড়ের মত ৫*৬ ফোটা বের হয় এবং আমার সাইনোসাইটিস আছে ও নাকের হাড় বাকা হয়ে গেছে কিভাবে স্বাস্থ্যবান হতে পারবো জানাবেন		
https://www.bissoy.com/q/111111965029	সাইফুরসায়েল				
https://www.bissoy.com/q/3258	Sumya Akter				
https://www.bissoy.com/q/111111970291	নাজিমউদ্দিনপ্রিন্স				
https://www.bissoy.com/q/111111971909	SS_MRD_joyont				
https://www.bissoy.com/q/111111965807				দেবলীনা	
https://www.bissoy.com/q/111111972324	Saful				
https://www.bissoy.com/q/111111967484	হানকাটা				
https://www.bissoy.com/q/1111111262113				Jobedali	
https://www.bissoy.com/q/111111967543	নিয়াজমাহমুদ				
https://www.bissoy.com/q/111111966933		"মহিলা বয়স ৭৮ হাটুর গিরায় গিরায় ব্যথ্য কি ওষধ খেলে ভাল হবে, চলাফিরা করতে সমস্য হয়?"			
https://www.bissoy.com/q/111111971380		অর্জুনের ছাল খাওয়ার নিয়মাবলী বলে দেন?			
https://www.bissoy.com/q/111111966757		ছোট বাচ্চাদের কত মাস পযন্ত মায়ের বুকের দুধ খেতে দিতে হয়?			
https://www.bissoy.com/q/111111970104		"আমার বয়স ১৮ বছর, আমার শরীর খুবই চিকন ।আমি মোটা হবার জন্য কি করতে পারি?"			
https://www.bissoy.com/q/2914					
https://www.bissoy.com/q/111111967761		সেফুরিক্সম 250 কিসের ঔষুদ?			
https://www.bissoy.com/q/111111968082		সিগারেট খেলে কি চেহারা নষ্ট হয়?			
https://www.bissoy.com/q/2869		উচ্চ রক্তচাপ কমানোর উপায় কি?			
https://www.bissoy.com/q/1111111262110				Waruf	
https://www.bissoy.com/q/111111965611					
https://www.bissoy.com/q/2905		থাইরয়েড টেস্ট কিভাবে করে?			
https://www.bissoy.com/q/111111967764	MdMasudranarand3				
https://www.bissoy.com/q/111111969288				Eftekhar Naeem	
https://www.bissoy.com/q/111111969293					
https://www.bissoy.com/q/111111970146	বাদলভোমিক				
https://www.bissoy.com/q/111111967771		সকালে ঘুম থেকে ওঠার পরে মাথা টা খুব ভার থাকে ব্যাথা থাকে না। আবার কিছু সমায় পর ঠিক হয়ে যায়। এটা কি বিষন্নতা?			
https://www.bissoy.com/q/111111968464		খাবারের পর শুধু ঢেকুর আসে সাথে থুথু নিয়ে?			
https://www.bissoy.com/q/111111967299		পেট থেকে মলদ্বার পর্যন্ত MRI করা হয় কি?			
https://www.bissoy.com/q/111111968220			A file without file extension cannot be uploaded.		
https://www.bissoy.com/q/111111967580			পেট শক্ত হয়ে আছে পায়খানা অল্প হয় পেট ব্যাথা করে কি করে এ অবস্থা থেকে মুক্তি পেতে পারি		
https://www.bissoy.com/q/111111972153			আমাশয় রোগের লক্ষনগুলো কি কি		
https://www.bissoy.com/q/111111968220		৩০বছরের বয়স্ক মানুষদের হার জোরা লাগে কতদিনে?			
https://www.bissoy.com/q/111111965679		কারও যদি দিনে দুইবার টয়লেট হয় তাহলে সেটা কি স্বাভাবিক সবার কি তাই হয়?			
https://www.bissoy.com/q/111111965745					
https://www.bissoy.com/q/111111970704					
https://www.bissoy.com/q/111111968414				Md Ibrahim Khalil	
https://www.bissoy.com/q/111111971686					
https://www.bissoy.com/q/111111967535					
https://www.bissoy.com/q/111111970900					
https://www.bissoy.com/q/111111972827	মোঃআলআমিনLa				
https://www.bissoy.com/q/111111966825			তবেশরীরের তাপমাত্রা উঠেছে 98 ডিগ্রীর কম এটা তো জ্বর না  তাহলে শরীর এরকম খারাপ লাগছে কেন		
https://www.bissoy.com/q/111111969997	Ghowrav				
https://www.bissoy.com/q/111111965884		পেটব্যথা?			
https://www.bissoy.com/q/1111111262087		সান্ডার ওয়েল কি ব্যথার জন্য ব্যবহার করা হয়?			
https://www.bissoy.com/q/111111966802					
https://www.bissoy.com/q/111111972118		osat 20mg খেলে আমার শরির কাঁপতে থাকে এবং বেশি বেশি পানির পিপাসা পায় এঅবস্হা কি আমার খাওয়া ঠিক?			
https://www.bissoy.com/q/111111967565	AsrafulHasanRefat				
https://www.bissoy.com/q/2316					
https://www.bissoy.com/q/111111970787				জামিয়ার রহমান	
https://www.bissoy.com/q/111111971596	Muhammad Hijbullah				
https://www.bissoy.com/q/111111967960				MDEmamulHasan	
https://www.bissoy.com/q/111111965109			সিগারেট খাওয়ার পর যদি পানি দিয়ে ঠোঁট ধুয়ে ফেলা হয়। তাহলে কি ঠোঁট কালোও হওয়ার সম্ভাবনা আছে কি??		
https://www.bissoy.com/q/2331					
https://www.bissoy.com/q/111111969131			"কয়েক মাস আগে মাথায় জোরে টুসি মারার কারণে এখন একটু আঘাত পেলেই অনেক্ষণ ব্যথা করে ।
এর কারণ ও প্রতিকার জানতে চাচ্ছি।"		
https://www.bissoy.com/q/111111972805				আমীরুলইসলাম	
https://www.bissoy.com/q/111111972718		আমার ঘাড়ের এক পাশে মাংসের ভিতরে জ্বালা অনুভব করছি?			
https://www.bissoy.com/q/111111972379		এরকম বুকের ব্যথার কারণ কি?			
https://www.bissoy.com/q/1111111262117		গর্ভবতী মহিলাকে কয়টি আয়রন বড়ি কীভাবে খেতে হবে?			
https://www.bissoy.com/q/111111967120		Exopan - 20. Pantoprazole 20mg কিসের টেবলেট?			
https://www.bissoy.com/q/111111972379			"আমার আজকে তিনদিন যাবত বুকের বাম পাসে হালকা ব্যথা হয় যখন খাবার খাই তখন একটু বাড়ে পরে  আস্তে আস্তে কমে,  তার কি কারন জানালে খুশি হতাম"		
https://www.bissoy.com/q/111111966020	Rubidium				
https://www.bissoy.com/q/3232		ঘুমের ঔষধ খেয়ে মৃত্যু হয় কি?			
https://www.bissoy.com/q/111111967253		"Love bird অসুস্থ,কি ঔষধ প্রয়োজন...?"			
https://www.bissoy.com/q/1111111262115		একজন গর্ভবতী মহিলাকে কখন স্বাস্থ্য কেন্দ্রে নাম লেখাতে হবে?			
https://www.bissoy.com/q/111111972313				শাহজামাল	
https://www.bissoy.com/q/111111967186	Sanjanaislamtrisha				
https://www.bissoy.com/q/111111972665		কি কি সমস্যা দেখা দিলে চক্ষু ডাক্তারের এর কাছে যাওয়া উচিত?			
https://www.bissoy.com/q/111111970002		৩ মাস শিশুর অনেক কফ হচ্ছে?			
https://www.bissoy.com/q/111111971912	Yeasinarafatparvej				
https://www.bissoy.com/q/2321		সিনকারা সিরাপ এর কাজ কি?			
https://www.bissoy.com/q/111111970898	Rubidium				
https://www.bissoy.com/q/111111969497	ReignsEbrahim				
https://www.bissoy.com/q/111111967172					
https://www.bissoy.com/q/3348					
https://www.bissoy.com/q/111111971647		ভাঙ্গা গাল তোলার কি কোন উপায় আছে?			
https://www.bissoy.com/q/111111965371	আএ				
https://www.bissoy.com/q/111111970423					
https://www.bissoy.com/q/2968					
https://www.bissoy.com/q/111111970331	MdMahidiHasan				
https://www.bissoy.com/q/111111971650			দেহ-মনের দিক দিয়ে স্বাস্থ্য বলতে কি বুঝায়।		
https://www.bissoy.com/q/111111967031					
https://www.bissoy.com/q/111111965807	mdmohen				
https://www.bissoy.com/q/111111967174	Tasneem Chowdhury Fahim				
https://www.bissoy.com/q/111111968263		যৌন রোগের স্হায়ি চিকিৎসা?			
https://www.bissoy.com/q/111111967174				Md Jaber ahsan	
https://www.bissoy.com/q/111111970289	নীরবরাজ				
https://www.bissoy.com/q/111111966887		প্রায় ২-৩ বছর যাবত ঠোটের কোনায় ঘা। কি ভাবে এ সমস্যা দূর করব?			
https://www.bissoy.com/q/111111970286				AlNomanrand1r1	
https://www.bissoy.com/q/111111971944				নাজিববিনআনোয়ার	
https://www.bissoy.com/q/111111965172					
https://www.bissoy.com/q/111111966367					
https://www.bissoy.com/q/111111967121				জামিয়ার রহমান	
https://www.bissoy.com/q/111111969525		স্বামীর শ্বেতী রোগ থাকলে যৌনমিলনের মাধ্যমে কি স্ত্রীও শ্বেতী রোগে আক্রান্ত হতে পারে?			
https://www.bissoy.com/q/111111972324		পায়ের কুনি ভালো করার উপায়?			
https://www.bissoy.com/q/2331		না বলা ভালোবাসার চিঠি চাই?			
https://www.bissoy.com/q/111111965633				KMIslan	
https://www.bissoy.com/q/111111972362				ARRakibrand1	
https://www.bissoy.com/q/111111969302				নাজিমউদ্দিনপ্রিন্স	
https://www.bissoy.com/q/111111972791	আরাফাতহোসেনকিশোর				
https://www.bissoy.com/q/111111971648	কালাচাঁন				
https://www.bissoy.com/q/111111968414	জুনায়েদহোসাইন				
https://www.bissoy.com/q/1111111262118		শরীরে রক্তাল্পতা আছে কিনা তা কীভাবে বোঝা যাবে?			
https://www.bissoy.com/q/111111965654				KMIslan	
https://www.bissoy.com/q/111111966933					
https://www.bissoy.com/q/111111970867			"আসসালামু আলাইকুম।আমার হাজবেন বাহিরে থেকে এসেছে দুই থেকে আড়াই মাস।প্রথম মাস মিস গেলেও এই মাসে আমি কন্সিভ করেছি।কিন্ত প্রায় ১৫ দিন আগে আমি ব্লাড টেস্টে জানতে পারি আমার রক্তে এখনো টায়ফয়েড এর জীবানু আছে।উল্লেখ্য যে গত বছর আমার টায়ফয়েড ধরা পরে আর আমি ইঞ্জেকশন নিই।ভাবছিলাম সারছে কিন্ত,,,,আমার প্রশ্ন হল এই জ্বরের কারণে আমার বাচ্চার কি কোন প্রব্লেম হবে?যদি হয় তাহলে কি উপায়ে ভাল হতে পারি?"		
https://www.bissoy.com/q/111111967892	Meeon1				
https://www.bissoy.com/q/111111965112	SifatIslam				
https://www.bissoy.com/q/111111970614		ইয়াবার নেশা ছাড়ার উপায়?			
https://www.bissoy.com/q/111111968292		কথা বলার সময় আমার গলার ভয়েস ঠিকমতো হয়না ভয়েস বাড়াতে চাইলে গলা বসে যায় কি করব এখন?			
https://www.bissoy.com/q/111111969525				সময়	
https://www.bissoy.com/q/2331	Anonymous				
https://www.bissoy.com/q/111111966281				কানু	
https://www.bissoy.com/q/111111967960	সাব্বিরসানা				
https://www.bissoy.com/q/111111972476		স্বাস্থ্যবান হতে চাই?			
https://www.bissoy.com/q/3298					
https://www.bissoy.com/q/111111969908	মোঃসাকিবহোসেনrand1				
https://www.bissoy.com/q/111111965073	মুহাম্মাদমুসা				
https://www.bissoy.com/q/111111967433	Rubidium				
https://www.bissoy.com/q/111111969489		পায়খানা লাগলে আটকানোর ওষুধ রয়েছে কি?			
https://www.bissoy.com/q/2359	Md Ariful Islam				
https://www.bissoy.com/q/2318	Anonymous				
https://www.bissoy.com/q/111111968414		"আমার দাঁত অতি দুর্বল, অল্পতেই নষ্ট হয়ে যায় দাঁতে গর্ত হয়। এখন আমার করনীয় কি?"			
https://www.bissoy.com/q/111111970168		কলা খেলে কি ওজন বৃদ্ধি পায়?			
https://www.bissoy.com/q/111111970392		"প্রক্স,বসন্ত,?"			
https://www.bissoy.com/q/111111969459			আমার বুকের সাথে পেট সমান নয় আমার পেট দিনদিন ভিতরে ঢুকে যাচ্ছে পায়খানা ঠিকমতো হয়না কিভাবে আমি বুকের সাথে পেট সমান করতে পারবো জানাবেন প্লিজ আমি কারমিনা ও সিনকারা খাচ্ছি		
https://www.bissoy.com/q/111111968869	স্বপ্নছোয়া				
https://www.bissoy.com/q/111111972143	MD Khokon Mia				
https://www.bissoy.com/q/1111111262122					
https://www.bissoy.com/q/2982	Sumya Akter				
https://www.bissoy.com/q/111111972665					
https://www.bissoy.com/q/111111971335					
https://www.bissoy.com/q/111111965633	delowarjoy19971997				
https://www.bissoy.com/q/2311					
https://www.bissoy.com/q/111111965611		মধুতে যদি তেলাপোকা পড়ে মরে থাকে তাহলে খাওয়া যাবে কিনা?			
https://www.bissoy.com/q/111111968846				Muhammad Hijbullah	
https://www.bissoy.com/q/2320				Md Atik Yasir Siyam	
https://www.bissoy.com/q/111111971881		অতিরিক্ত ডিম খাওয়া?			
https://www.bissoy.com/q/111111971648				শাহজামাল	
https://www.bissoy.com/q/111111969401		ছোট বাবুদের রাতে কান্না থামানোর উপায় কি? সারাদিন হাসিখুশি কিন্তু রাতে কান্না করে?			
https://www.bissoy.com/q/2968	Sumya Akter				
https://www.bissoy.com/q/111111965431			"আমার বয়স ১৮ বছর ৭ মাস উচ্চতা ৫ ফুট ৬ ইঞ্চি ওজন মাত্র ৪৫ কেজি এখন আমার উচ্চতা এবং বয়স অনুযায়ী আমার শরীরের আদর্শ ওজন আছে নাকি ? 
এবং উচ্চতা এবং বয়স অনুযায়ী আদর্শ ওজন বাড়ানো উপায় কি বিস্তারিত একটু জানতে চাই ?"		
https://www.bissoy.com/q/111111965726				দেবলীনা	
https://www.bissoy.com/q/111111968997				সময়	
